年份,出售單位 發電案場,購買者,憑證種類,供電種類,憑證張數,詳情
2024,續興股份有限公司旭信電力股份有限公司(旭信電力維堤(二)廠地面型),南亞科技股份有限公司,太陽能,轉供,5,詳情
2024,續興股份有限公司亞訊開發有限公司(高雄花旗632),力晶積成電子製造股份有限公司,太陽能,轉供,40,詳情
2024,續興股份有限公司亞訊開發有限公司(台南學甲2),南亞科技股份有限公司,太陽能,轉供,109,詳情
2024,續興股份有限公司太鼎綠能股份有限公司(大肚國小1期),南亞科技股份有限公司,太陽能,轉供,83,詳情
2024,續興股份有限公司太鼎綠能股份有限公司(博愛國小1期),南亞科技股份有限公司,太陽能,轉供,147,詳情
2024,續興股份有限公司太鼎綠能股份有限公司(崇光國小2期),南亞科技股份有限公司,太陽能,轉供,207,詳情
2024,續興股份有限公司太鼎綠能股份有限公司(頭份興埔205),南亞科技股份有限公司,太陽能,轉供,709,詳情
2024,續興股份有限公司太鼎綠能股份有限公司(頭份興埔208),南亞科技股份有限公司,太陽能,轉供,498,詳情
2024,續興股份有限公司太鼎綠能股份有限公司(頭份興埔091),南亞科技股份有限公司,太陽能,轉供,488,詳情
2024,續興股份有限公司太鼎綠能股份有限公司(頭份興埔116),南亞科技股份有限公司,太陽能,轉供,421,詳情
2024,續興股份有限公司太鼎綠能股份有限公司(頭份觀音302),南亞科技股份有限公司,太陽能,轉供,546,詳情
2024,續興股份有限公司中美矽晶製品股份有限公司(中美宜蘭廠2),南亞科技股份有限公司,太陽能,轉供,99,詳情
2024,續興股份有限公司瑤光能源股份有限公司(紅崴科技),福懋科技股份有限公司,太陽能,轉供,47,詳情
2024,續興股份有限公司安太能源股份有限公司(鹽水竹子腳雞舍),福懋科技股份有限公司,太陽能,轉供,171,詳情
2024,續興股份有限公司安集科技股份有限公司(學甲170),福懋科技股份有限公司,太陽能,轉供,795,詳情
2024,續興股份有限公司安集科技股份有限公司(七股鹿舍),福懋科技股份有限公司,太陽能,轉供,29,詳情
2024,續興股份有限公司安集科技股份有限公司(利拿機械),福懋科技股份有限公司,太陽能,轉供,26,詳情
2024,續興股份有限公司安集科技股份有限公司(規富機械),福懋科技股份有限公司,太陽能,轉供,91,詳情
2024,續興股份有限公司安集科技股份有限公司(鴻匠木器),福懋科技股份有限公司,太陽能,轉供,47,詳情
2024,續興股份有限公司安集科技股份有限公司(嘉義民雄鴨舍),福懋科技股份有限公司,太陽能,轉供,29,詳情
2024,續興股份有限公司安集科技股份有限公司(輔仁中學),福懋科技股份有限公司,太陽能,轉供,27,詳情
2024,續興股份有限公司安集科技股份有限公司(嘉義番路菇寮),福懋科技股份有限公司,太陽能,轉供,38,詳情
2024,續興股份有限公司安太能源股份有限公司(黃兩合畜牧場),福懋科技股份有限公司,太陽能,轉供,68,詳情
2024,續興股份有限公司天璣智慧能源股份有限公司(天璣佳冬),南亞科技股份有限公司,太陽能,轉供,1200,詳情
2024,續興股份有限公司天璣智慧能源股份有限公司(天璣佳冬),福懋科技股份有限公司,太陽能,轉供,5224,詳情
2024,續興股份有限公司中美矽晶製品股份有限公司(中美宜蘭廠1),南亞科技股份有限公司,太陽能,轉供,114,詳情
2024,能元超商股份有限公司彰旺風力發電股份有限公司(彰旺風力發電),乃興企業股份有限公司,風力能,轉供,81,詳情
2024,能元超商股份有限公司彰旺風力發電股份有限公司(彰旺風力發電),南運體育用品股份有限公司,風力能,轉供,26,詳情
2024,能元超商股份有限公司彰旺風力發電股份有限公司(彰旺風力發電),宏碁股份有限公司,風力能,轉供,4125,詳情
2024,能元超商股份有限公司彰旺風力發電股份有限公司(彰旺風力發電),宏碁雲架構服務股份有限公司,風力能,轉供,2888,詳情
2024,能元超商股份有限公司彰旺風力發電股份有限公司(彰旺風力發電),榮輪科技股份有限公司,風力能,轉供,375,詳情
2024,能元超商股份有限公司彰旺風力發電股份有限公司(彰旺風力發電),瀚宇彩晶股份有限公司,風力能,轉供,7013,詳情
2024,能元超商股份有限公司彰旺風力發電股份有限公司(彰旺風力發電),福人化學股份有限公司,風力能,轉供,144,詳情
2024,能元超商股份有限公司彰旺風力發電股份有限公司(彰旺風力發電),競泰股份有限公司,風力能,轉供,43,詳情
2024,能元超商股份有限公司彰旺風力發電股份有限公司(彰旺風力發電),華邦電子股份有限公司,風力能,轉供,9866,詳情
2024,能元超商股份有限公司台泥綠能股份有限公司(台泥綠能彰濱風力發電廠),台灣應用材料股份有限公司,風力能,轉供,2862,詳情
2024,能元超商股份有限公司台泥綠能股份有限公司(台泥綠能彰濱風力發電廠),台灣華可貴股份有限公司,風力能,轉供,8046,詳情
2024,能元超商股份有限公司台泥綠能股份有限公司(台泥綠能彰濱風力發電廠),瀚宇彩晶股份有限公司,風力能,轉供,3418,詳情
2024,能元超商股份有限公司台泥綠能股份有限公司(台泥綠能彰濱風力發電廠),華東科技股份有限公司,風力能,轉供,1138,詳情
2024,能元超商股份有限公司台泥綠能股份有限公司(台泥綠能彰濱光電二期),台泥儲能科技股份有限公司,太陽能,轉供,39,詳情
2024,能元超商股份有限公司台泥綠能股份有限公司(台泥綠能彰濱光電二期),台灣迪卡儂有限公司,太陽能,轉供,3522,詳情
2024,能元超商股份有限公司台泥綠能股份有限公司(台泥綠能彰濱光電二期),國泰世華商業銀行股份有限公司,太陽能,轉供,8,詳情
2024,能元超商股份有限公司台泥綠能股份有限公司(台泥綠能彰濱光電二期),福人化學股份有限公司,太陽能,轉供,69,詳情
2024,能元超商股份有限公司台泥綠能股份有限公司(台泥綠能彰濱光電二期),臺灣水泥股份有限公司,太陽能,轉供,79,詳情
2024,能貿綠電科技股份有限公司星崴電力股份有限公司(星崴七股太陽光電發電廠),振芳股份有限公司,太陽能,轉供,173,詳情
2024,艾涅爾電力股份有限公司澄達有限公司(石榴PV0605),台灣大哥大股份有限公司,太陽能,轉供,447,詳情
2024,艾涅爾電力股份有限公司澄達有限公司(石榴PV0605),華翰物產實業股份有限公司,太陽能,轉供,2,詳情
2024,艾涅爾電力股份有限公司宥錩能源開發有限公司(蔡佳明PV0003),金元福包裝企業股份有限公司,太陽能,轉供,112,詳情
2024,艾涅爾電力股份有限公司優品能源有限公司(歐萬成PV0612),台灣大哥大股份有限公司,太陽能,轉供,20,詳情
2024,艾涅爾電力股份有限公司優品能源有限公司(莊陳秀專PV0131),台灣大哥大股份有限公司,太陽能,轉供,29,詳情
2024,艾涅爾電力股份有限公司錦軒能源有限公司(吳政憲PV0670),台灣大哥大股份有限公司,太陽能,轉供,135,詳情
2024,艾涅爾電力股份有限公司菩提能源科技建設有限公司(恆河PV0350(低壓)),台灣大哥大股份有限公司,太陽能,轉供,37,詳情
2024,艾涅爾電力股份有限公司菩提能源科技建設有限公司(恆河PV0373、374(高壓)),台灣大哥大股份有限公司,太陽能,轉供,121,詳情
2024,艾涅爾電力股份有限公司太旭綠能股份有限公司(太旭-黃林汪PV0175),台灣大哥大股份有限公司,太陽能,轉供,129,詳情
2024,艾涅爾電力股份有限公司太旭綠能股份有限公司(太旭-孫家PV0231),台灣大哥大股份有限公司,太陽能,轉供,30,詳情
2024,艾涅爾電力股份有限公司太旭綠能股份有限公司(太旭-陳玉圓PV0205),台灣大哥大股份有限公司,太陽能,轉供,1,詳情
2024,艾涅爾電力股份有限公司太旭綠能股份有限公司(太旭-余家PV0196),台灣大哥大股份有限公司,太陽能,轉供,2,詳情
2024,艾涅爾電力股份有限公司太旭綠能股份有限公司(太旭-邱文政PV0070),台灣大哥大股份有限公司,太陽能,轉供,2,詳情
2024,艾涅爾電力股份有限公司太旭綠能股份有限公司(太旭-鍾劉金菊PV0203),台灣大哥大股份有限公司,太陽能,轉供,5,詳情
2024,艾涅爾電力股份有限公司太旭綠能股份有限公司(太旭-林明正PV0199),台灣大哥大股份有限公司,太陽能,轉供,2,詳情
2024,艾涅爾電力股份有限公司太旭綠能股份有限公司(太旭-邱文章PV0139),台灣大哥大股份有限公司,太陽能,轉供,148,詳情
2024,艾涅爾電力股份有限公司太旭綠能股份有限公司(太旭-余文和PV0198),台灣大哥大股份有限公司,太陽能,轉供,2,詳情
2024,艾涅爾電力股份有限公司太旭綠能股份有限公司(太旭-大園倉庫PV0206),金元福包裝企業股份有限公司,太陽能,轉供,120,詳情
2024,艾涅爾電力股份有限公司益揚電力股份有限公司(益揚-永安二號電廠),金元福包裝企業股份有限公司,太陽能,轉供,835,詳情
2024,艾涅爾電力股份有限公司太旭綠能股份有限公司(太旭-逢芫企業PV0418),金元福包裝企業股份有限公司,太陽能,轉供,51,詳情
2024,艾涅爾電力股份有限公司太旭綠能股份有限公司(太旭-關西五合吉PV0057),台灣大哥大股份有限公司,太陽能,轉供,483,詳情
2024,艾涅爾電力股份有限公司太旭綠能股份有限公司(太旭-佳值化學觀音廠PV0092),金元福包裝企業股份有限公司,太陽能,轉供,116,詳情
2024,艾涅爾電力股份有限公司錦軒能源有限公司(錦軒-漳興國小PV0219),台灣大哥大股份有限公司,太陽能,轉供,107,詳情
2024,艾涅爾電力股份有限公司錦軒能源有限公司(錦軒-南投國小(地面型)PV0200),台灣大哥大股份有限公司,太陽能,轉供,21,詳情
2024,艾涅爾電力股份有限公司錦軒能源有限公司(錦軒-營北國中PV0116),台灣大哥大股份有限公司,太陽能,轉供,75,詳情
2024,艾涅爾電力股份有限公司太旭綠能股份有限公司(太旭-允升紙器PV0098),台灣大哥大股份有限公司,太陽能,轉供,105,詳情
2024,艾涅爾電力股份有限公司太翔綠能股份有限公司(太翔-匠豐精密PV0024),台崧混凝土有限公司,太陽能,轉供,103,詳情
2024,艾涅爾電力股份有限公司太旭綠能股份有限公司(太旭-二水農會二期PV0485),慧景科技股份有限公司,太陽能,轉供,5,詳情
2024,艾涅爾電力股份有限公司太旭綠能股份有限公司(太旭-二水農會二期PV0485),易境永續設計顧問有限公司,太陽能,轉供,3,詳情
2024,艾涅爾電力股份有限公司太旭綠能股份有限公司(太旭-二水農會二期PV0485),金元福包裝企業股份有限公司,太陽能,轉供,10,詳情
2024,艾涅爾電力股份有限公司太旭綠能股份有限公司(太旭-二水農會二期PV0485),飛捷科技股份有限公司,太陽能,轉供,3,詳情
2024,艾涅爾電力股份有限公司昇太能源股份有限公司(昇太-東亞電磁鋼PV0448),台灣大哥大股份有限公司,太陽能,轉供,3,詳情
2024,艾涅爾電力股份有限公司昇太能源股份有限公司(昇太-晶麒莊園PV0464),台灣大哥大股份有限公司,太陽能,轉供,4,詳情
2024,艾涅爾電力股份有限公司永旭綠能有限公司(永旭-洪長義一期PV0319),台灣大哥大股份有限公司,太陽能,轉供,9,詳情
2024,艾涅爾電力股份有限公司怡陽能源有限公司(怡陽-健康市場PV0129),金元福包裝企業股份有限公司,太陽能,轉供,137,詳情
2024,艾涅爾電力股份有限公司加州儲能股份有限公司(加州儲能-魏旭仁雞舍),金元福包裝企業股份有限公司,太陽能,轉供,78,詳情
2024,艾涅爾電力股份有限公司賽斯新能源有限公司(賽斯能源-天泰仁德廠),台灣大哥大股份有限公司,太陽能,轉供,1,詳情
2024,艾涅爾電力股份有限公司加州儲能股份有限公司(加州儲能-鴻宇農業),台灣大哥大股份有限公司,太陽能,轉供,13,詳情
2024,艾涅爾電力股份有限公司賽斯新能源有限公司(賽斯能源-豐翊工程行),台灣大哥大股份有限公司,太陽能,轉供,132,詳情
2024,艾涅爾電力股份有限公司賽斯新能源有限公司(賽斯-天泰官田廠一、二期),台灣大哥大股份有限公司,太陽能,轉供,216,詳情
2024,艾涅爾電力股份有限公司賽斯新能源有限公司(賽斯-鳳山國中車棚(地面型)),金元福包裝企業股份有限公司,太陽能,轉供,57,詳情
2024,艾涅爾電力股份有限公司賽斯新能源有限公司(賽斯-仁愛之家-慈惠精神醫院),金元福包裝企業股份有限公司,太陽能,轉供,100,詳情
2024,艾涅爾電力股份有限公司賽斯新能源有限公司(賽斯-仁愛之家-慈愛養護中心),金元福包裝企業股份有限公司,太陽能,轉供,56,詳情
2024,艾涅爾電力股份有限公司城八能源有限公司(城八-車城PV0169),金元福包裝企業股份有限公司,太陽能,轉供,182,詳情
2024,艾涅爾電力股份有限公司城八能源有限公司(城八-車城PV0170),金元福包裝企業股份有限公司,太陽能,轉供,168,詳情
2024,艾涅爾電力股份有限公司城八能源有限公司(城八-北玄PV0067),金元福包裝企業股份有限公司,太陽能,轉供,178,詳情
2024,艾涅爾電力股份有限公司城八能源有限公司(城八-北玄PV0295),金元福包裝企業股份有限公司,太陽能,轉供,182,詳情
2024,艾涅爾電力股份有限公司城八能源有限公司(城八-塭岸PV0008),金元福包裝企業股份有限公司,太陽能,轉供,135,詳情
2024,艾涅爾電力股份有限公司賽斯新能源有限公司(賽斯-張琪婉(地面型)),金元福包裝企業股份有限公司,太陽能,轉供,33,詳情
2024,艾涅爾電力股份有限公司賽斯新能源有限公司(賽斯-張秉豐(地面型)),金元福包裝企業股份有限公司,太陽能,轉供,34,詳情
2024,艾涅爾電力股份有限公司城八能源有限公司(城八-塭岸PV0009),金元福包裝企業股份有限公司,太陽能,轉供,34,詳情
2024,艾涅爾電力股份有限公司城八能源有限公司(城八-塭岸PV0270),金元福包裝企業股份有限公司,太陽能,轉供,113,詳情
2024,艾涅爾電力股份有限公司城八能源有限公司(城八-塭岸PV0204),金元福包裝企業股份有限公司,太陽能,轉供,94,詳情
2024,艾涅爾電力股份有限公司加州電網股份有限公司(加州電網-車城鄉田中段792),金元福包裝企業股份有限公司,太陽能,轉供,186,詳情
2024,艾涅爾電力股份有限公司加州電網股份有限公司(加州電網-車城鄉興統段886),金元福包裝企業股份有限公司,太陽能,轉供,88,詳情
2024,艾涅爾電力股份有限公司加州電網股份有限公司(加州電網-車城鄉興統段886-1),金元福包裝企業股份有限公司,太陽能,轉供,76,詳情
2024,艾涅爾電力股份有限公司加州電網股份有限公司(加州電網-花海317),金元福包裝企業股份有限公司,太陽能,轉供,113,詳情
2024,艾涅爾電力股份有限公司加州電網股份有限公司(加州電網-滿州鄉九棚段202-12),金元福包裝企業股份有限公司,太陽能,轉供,30,詳情
2024,艾涅爾電力股份有限公司加州電網股份有限公司(加州電網-滿州鄉九棚段186),金元福包裝企業股份有限公司,太陽能,轉供,31,詳情
2024,艾涅爾電力股份有限公司加州電網股份有限公司(加州電網-滿州鄉九棚段185-2),金元福包裝企業股份有限公司,太陽能,轉供,30,詳情
2024,艾涅爾電力股份有限公司加州電網股份有限公司(加州電網-佳冬鄉昌北段998、999),金元福包裝企業股份有限公司,太陽能,轉供,65,詳情
2024,艾涅爾電力股份有限公司加州電網股份有限公司(加州電網-佳冬鄉昌北段999-2),金元福包裝企業股份有限公司,太陽能,轉供,32,詳情
2024,艾涅爾電力股份有限公司陽欣綠能科技股份有限公司(陽欣-鴻榮PV0210),台灣大哥大股份有限公司,太陽能,轉供,139,詳情
2024,艾涅爾電力股份有限公司賽斯新能源有限公司(賽斯-美濃龍肚段28-1地號建地),金元福包裝企業股份有限公司,太陽能,轉供,47,詳情
2024,艾涅爾電力股份有限公司新晶光能有限公司(新晶-犂頭鏢PV0372),元太科技工業股份有限公司,太陽能,轉供,12,詳情
2024,艾涅爾電力股份有限公司新思路光電有限公司(新思路-七里PV0884),元太科技工業股份有限公司,太陽能,轉供,17,詳情
2024,艾涅爾電力股份有限公司新思路光電有限公司(新思路-七里PV0267),元太科技工業股份有限公司,太陽能,轉供,24,詳情
2024,艾涅爾電力股份有限公司新晶光能有限公司(新晶-七里PV0272),元太科技工業股份有限公司,太陽能,轉供,23,詳情
2024,艾涅爾電力股份有限公司新思路光電有限公司(新思路-宣化PV0469),元太科技工業股份有限公司,太陽能,轉供,25,詳情
2024,艾涅爾電力股份有限公司新晶光能有限公司(新晶-宣化PV0481),元太科技工業股份有限公司,太陽能,轉供,21,詳情
2024,艾涅爾電力股份有限公司新晶光能有限公司(新晶-九明PV0376),元太科技工業股份有限公司,太陽能,轉供,24,詳情
2024,艾涅爾電力股份有限公司新思路光電有限公司(新思路-丹林PV0550),元太科技工業股份有限公司,太陽能,轉供,20,詳情
2024,艾涅爾電力股份有限公司新晶光能有限公司(新晶-丹林PV0567),元太科技工業股份有限公司,太陽能,轉供,20,詳情
2024,艾涅爾電力股份有限公司城八能源有限公司(城八-塭岸PV0275),金元福包裝企業股份有限公司,太陽能,轉供,113,詳情
2024,艾涅爾電力股份有限公司賽斯新能源有限公司(仁愛之家-前金區中華四路),金元福包裝企業股份有限公司,太陽能,轉供,18,詳情
2024,艾涅爾電力股份有限公司賽斯新能源有限公司(仁愛之家-玫瑰園養護所),金元福包裝企業股份有限公司,太陽能,轉供,18,詳情
2024,艾涅爾電力股份有限公司賽斯新能源有限公司(賽斯-仁愛之家禮堂(敬老所)),金元福包裝企業股份有限公司,太陽能,轉供,77,詳情
2024,艾涅爾電力股份有限公司賽斯新能源有限公司(賽斯-六龜新發段712地號建地),金元福包裝企業股份有限公司,太陽能,轉供,46,詳情
2024,艾涅爾電力股份有限公司賽斯新能源有限公司(賽斯-美濃吉和段17地號(屋頂、地面)),金元福包裝企業股份有限公司,太陽能,轉供,93,詳情
2024,艾涅爾電力股份有限公司晶紘能源有限公司(晶紘-百材企業PV0836),金元福包裝企業股份有限公司,太陽能,轉供,211,詳情
2024,艾涅爾電力股份有限公司昱撼有限公司(昱撼-俞澤民一期PV0281),台灣大哥大股份有限公司,太陽能,轉供,149,詳情
2024,艾涅爾電力股份有限公司昱撼有限公司(昱撼-俞澤民一期PV0281),華翰物產實業股份有限公司,太陽能,轉供,5,詳情
2024,艾涅爾電力股份有限公司佑銓科技有限公司(佑銓-潤泰精密公司),元太科技工業股份有限公司,太陽能,轉供,53,詳情
2024,艾涅爾電力股份有限公司涌泰光電有限公司(涌泰-明發PV0769),台灣大哥大股份有限公司,太陽能,轉供,12,詳情
2024,艾涅爾電力股份有限公司陽光電力股份有限公司(陽光-宇志物業PV0419),元太科技工業股份有限公司,太陽能,轉供,75,詳情
2024,艾涅爾電力股份有限公司陽光電力股份有限公司(陽光-益萊工業(蘆竹)PV0429),元太科技工業股份有限公司,太陽能,轉供,66,詳情
2024,艾涅爾電力股份有限公司陽光電力股份有限公司(陽光-益萊工業(中壢)PV0437),元太科技工業股份有限公司,太陽能,轉供,125,詳情
2024,艾涅爾電力股份有限公司陽光電力股份有限公司(陽光-益萊工業(中壢)PV0437),台灣大哥大股份有限公司,太陽能,轉供,4,詳情
2024,艾涅爾電力股份有限公司鎧銚綠能有限公司(鎧銚-陳盈文PV0055),元太科技工業股份有限公司,太陽能,轉供,86,詳情
2024,艾涅爾電力股份有限公司太佑再生能源有限公司(太佑-六龜農會新威辦事處PV1319),台灣大哥大股份有限公司,太陽能,轉供,6,詳情
2024,艾涅爾電力股份有限公司國晉實業有限公司(國晉-大埤一期PV0308),台灣大哥大股份有限公司,太陽能,轉供,2,詳情
2024,艾涅爾電力股份有限公司祺晴國際有限公司(祺晴-金鋁街),金元福包裝企業股份有限公司,太陽能,轉供,39,詳情
2024,艾涅爾電力股份有限公司佑銓科技有限公司(佑銓-尚和冷凍公司),金元福包裝企業股份有限公司,太陽能,轉供,53,詳情
2024,艾涅爾電力股份有限公司育渲投資有限公司(育渲-台中承興),菱生精密工業股份有限公司,太陽能,轉供,125,詳情
2024,艾涅爾電力股份有限公司昰暟科技有限公司(昰暟科技-七駿),菱生精密工業股份有限公司,太陽能,轉供,26,詳情
2024,艾涅爾電力股份有限公司佳龍科技工程股份有限公司(佳龍科技-觀音PV0268),台灣大哥大股份有限公司,太陽能,轉供,1,詳情
2024,艾涅爾電力股份有限公司昌蒲實業股份有限公司(昌蒲PV0274),金元福包裝企業股份有限公司,太陽能,轉供,125,詳情
2024,艾涅爾電力股份有限公司昱撼有限公司(昱撼-俞澤民二期PV0063),台灣大哥大股份有限公司,太陽能,轉供,43,詳情
2024,艾涅爾電力股份有限公司育渲投資有限公司(育渲-苗栗苑裡西海段1316地號),承鼎源砂石業股份有限公司,太陽能,轉供,27,詳情
2024,花蓮綠能股份有限公司名間電力股份有限公司(名間電力股份有限公司 水力發電廠),乾坤科技股份有限公司,水力能,轉供,5200,詳情
2024,花蓮綠能股份有限公司名間電力股份有限公司(名間電力股份有限公司 水力發電廠),台達電子工業股份有限公司,水力能,轉供,43682,詳情
2024,花蓮綠能股份有限公司名間電力股份有限公司(名間電力股份有限公司 水力發電廠),和勤精機股份有限公司,水力能,轉供,10,詳情
2024,花蓮綠能股份有限公司名間電力股份有限公司(名間電力股份有限公司 水力發電廠),國立成功大學,水力能,轉供,30,詳情
2024,花蓮綠能股份有限公司名間電力股份有限公司(名間電力股份有限公司 水力發電廠),國立海洋科技博物館,水力能,轉供,725,詳情
2024,花蓮綠能股份有限公司名間電力股份有限公司(名間電力股份有限公司 水力發電廠),大毅科技股份有限公司,水力能,轉供,70,詳情
2024,花蓮綠能股份有限公司名間電力股份有限公司(名間電力股份有限公司 水力發電廠),新盛力科技股份有限公司,水力能,轉供,20,詳情
2024,花蓮綠能股份有限公司名間電力股份有限公司(名間電力股份有限公司 水力發電廠),晶睿通訊股份有限公司,水力能,轉供,829,詳情
2024,花蓮綠能股份有限公司名間電力股份有限公司(名間電力股份有限公司 水力發電廠),杰成企業有限公司,水力能,轉供,16,詳情
2024,花蓮綠能股份有限公司名間電力股份有限公司(名間電力股份有限公司 水力發電廠),永寬化學股份有限公司,水力能,轉供,60,詳情
2024,花蓮綠能股份有限公司名間電力股份有限公司(名間電力股份有限公司 水力發電廠),璦司柏電子股份有限公司,水力能,轉供,20,詳情
2024,花蓮綠能股份有限公司名間電力股份有限公司(名間電力股份有限公司 水力發電廠),義芳化學工業股份有限公司桃園廠,水力能,轉供,100,詳情
2024,花蓮綠能股份有限公司名間電力股份有限公司(名間電力股份有限公司 水力發電廠),興勤電子工業股份有限公司楠梓分公司,水力能,轉供,70,詳情
2024,觀威風力發電股份有限公司(觀音風力發電廠),台灣積體電路製造股份有限公司,風力能,轉供,84943,詳情
2024,豐威風力發電股份有限公司(豐威風場一),台灣積體電路製造股份有限公司,風力能,轉供,15636,詳情
2024,豐威風力發電股份有限公司(豐威風場二),台灣積體電路製造股份有限公司,風力能,轉供,7629,詳情
2024,豐威風力發電股份有限公司(豐威風場三),台灣積體電路製造股份有限公司,風力能,轉供,4533,詳情
2024,辰亞電力股份有限公司(崙尾東一號電廠),聯華電子股份有限公司,太陽能,轉供,115361,詳情
2024,辰華電力股份有限公司(崙尾東三號電廠),亞東綠材股份有限公司,太陽能,轉供,3093,詳情
2024,辰華電力股份有限公司(崙尾東三號電廠),台灣艾司摩爾科技股份有限公司,太陽能,轉供,866,詳情
2024,辰華電力股份有限公司(崙尾東三號電廠),台灣艾司摩爾股份有限公司,太陽能,轉供,8145,詳情
2024,辰華電力股份有限公司(崙尾東三號電廠),台灣艾司摩爾股份有限公司台南分公司,太陽能,轉供,10303,詳情
2024,辰華電力股份有限公司(崙尾東三號電廠),新世紀資通股份有限公司,太陽能,轉供,6113,詳情
2024,辰華電力股份有限公司(崙尾東三號電廠),東聯化學股份有限公司,太陽能,轉供,7700,詳情
2024,辰華電力股份有限公司(崙尾東三號電廠),華邦電子股份有限公司,太陽能,轉供,28357,詳情
2024,辰華電力股份有限公司(崙尾東三號電廠),遠東新世紀股份有限公司,太陽能,轉供,12340,詳情
2024,通威風力發電股份有限公司(通威風場一),台灣積體電路製造股份有限公司,風力能,轉供,41959,詳情
2024,通威風力發電股份有限公司(通威風場二),台灣積體電路製造股份有限公司,風力能,轉供,32049,詳情
2024,遠勁綠能股份有限公司(永豐餘大甲廠太陽光電發電廠),友達光電股份有限公司,太陽能,轉供,2610,詳情
2024,遠勁綠能股份有限公司(遠勁中華紙漿久堂廠),友達光電股份有限公司,太陽能,轉供,2413,詳情
2024,遠勁綠能股份有限公司(遠勁永豐餘高雄),友達光電股份有限公司,太陽能,轉供,2574,詳情
2024,開陽智慧能源股份有限公司(中曜股份有限公司 ),京元電子股份有限公司竹南分公司,太陽能,轉供,14300,詳情
2024,開陽智慧能源股份有限公司(中曜股份有限公司 ),國票綜合證券股份有限公司,太陽能,轉供,311,詳情
2024,開陽智慧能源股份有限公司(中曜股份有限公司 ),國票金融控股股份有限公司,太陽能,轉供,51,詳情
2024,開陽智慧能源股份有限公司(中曜股份有限公司 ),國際票券金融股份有限公司,太陽能,轉供,239,詳情
2024,開陽電力股份有限公司天機電力股份有限公司(天機電力股份有限公司),香奈兒有限公司,太陽能,轉供,276,詳情
2024,阿波羅電力股份有限公司正順能源有限公司(正順榮璋工廠案),創意電子股份有限公司,太陽能,轉供,249,詳情
2024,阿波羅電力股份有限公司鉅光科技工業有限公司(鉅光科技工業鳳西國小),創意電子股份有限公司,太陽能,轉供,224,詳情
2024,阿波羅電力股份有限公司環球大宇宙太陽能工業有限公司(環球大宇宙彌陀公所),創意電子股份有限公司,太陽能,轉供,83,詳情
2024,阿波羅電力股份有限公司環球大宇宙太陽能工業有限公司(環球大宇宙龍華市場),創意電子股份有限公司,太陽能,轉供,165,詳情
2024,阿波羅電力股份有限公司環球大宇宙太陽能工業有限公司(環球大宇宙楠梓高中B棟),創意電子股份有限公司,太陽能,轉供,175,詳情
2024,阿波羅電力股份有限公司鉅光科技工業有限公司(鉅光科技工業世濱食品),創意電子股份有限公司,太陽能,轉供,71,詳情
2024,阿波羅電力股份有限公司環球大宇宙太陽能工業有限公司(環球大宇宙楠梓高中A棟),創意電子股份有限公司,太陽能,轉供,191,詳情
2024,阿波羅電力股份有限公司環球大宇宙太陽能工業有限公司(環球大宇宙幸福公園),創意電子股份有限公司,太陽能,轉供,177,詳情
2024,阿波羅電力股份有限公司環球大宇宙太陽能工業有限公司(環球大宇宙鼓山市場),創意電子股份有限公司,太陽能,轉供,188,詳情
2024,阿波羅電力股份有限公司環球大宇宙太陽能工業有限公司(環球大宇宙旗津市場),創意電子股份有限公司,太陽能,轉供,144,詳情
2024,阿波羅電力股份有限公司環球大宇宙太陽能工業有限公司(環球大宇宙文賢市場),創意電子股份有限公司,太陽能,轉供,180,詳情
2024,阿波羅電力股份有限公司環球大宇宙太陽能工業有限公司(環球大宇宙武廟市場),創意電子股份有限公司,太陽能,轉供,232,詳情
2024,阿波羅電力股份有限公司環球大宇宙太陽能工業有限公司(環球大宇宙仁武里),創意電子股份有限公司,太陽能,轉供,164,詳情
2024,阿波羅電力股份有限公司億祐實業有限公司(億祐牛厝低壓),京元電子股份有限公司竹南分公司,太陽能,轉供,236,詳情
2024,阿波羅電力股份有限公司億唯能源有限公司(億唯牛厝高壓),京元電子股份有限公司竹南分公司,太陽能,轉供,645,詳情
2024,阿波羅電力股份有限公司億唯能源有限公司(億唯傅俊皓),京元電子股份有限公司竹南分公司,太陽能,轉供,228,詳情
2024,阿波羅電力股份有限公司睿宜綠能有限公司(睿宜東興巷20-2),京元電子股份有限公司竹南分公司,太陽能,轉供,97,詳情
2024,阿波羅電力股份有限公司睿宜綠能有限公司(睿宜東興巷21-39),京元電子股份有限公司竹南分公司,太陽能,轉供,241,詳情
2024,陽光伏特家電力股份有限公司富迪能源股份有限公司(春源鋼鐵),台灣大哥大股份有限公司,太陽能,轉供,2139,詳情
2024,陽光伏特家電力股份有限公司成勁電力股份有限公司(成勁電力股份有限公司),新光合成纖維股份有限公司,太陽能,轉供,616,詳情
2024,陽光伏特家電力股份有限公司成勁電力股份有限公司(成勁電力股份有限公司),欣銓科技股份有限公司,太陽能,轉供,1845,詳情
2024,陽光伏特家電力股份有限公司成勁電力股份有限公司(成勁電力股份有限公司),資誠聯合會計師事務所,太陽能,轉供,346,詳情
2024,陽光伏特家電力股份有限公司成勁電力股份有限公司(成勁電力股份有限公司),達輝光電股份有限公司,太陽能,轉供,151,詳情
