年份,出售單位 發電案場,購買者,憑證種類,供電種類,憑證張數,詳情
2023,陽光伏特家電力股份有限公司金良科技股份有限公司(新光雲林5廠),雲豹能源科技股份有限公司,太陽能,轉供,2,詳情
2023,陽光伏特家電力股份有限公司金良科技股份有限公司(新光雲林5廠),高雄塑酯化學工業股份有限公司,太陽能,轉供,8,詳情
2023,陽光伏特家電力股份有限公司金良科技股份有限公司(新光雲林8廠),攸泰科技股份有限公司,太陽能,轉供,3,詳情
2023,陽光伏特家電力股份有限公司金良科技股份有限公司(新光雲林8廠),泉福印染股份有限公司,太陽能,轉供,9,詳情
2023,陽光伏特家電力股份有限公司金良科技股份有限公司(新光雲林8廠),祥群興業有限公司,太陽能,轉供,1,詳情
2023,陽光伏特家電力股份有限公司金良科技股份有限公司(新光雲林8廠),第一商業銀行股份有限公司,太陽能,轉供,16,詳情
2023,陽光伏特家電力股份有限公司金良科技股份有限公司(新光雲林8廠),雲豹能源科技股份有限公司,太陽能,轉供,1,詳情
2023,陽光伏特家電力股份有限公司金良科技股份有限公司(新光雲林8廠),高雄塑酯化學工業股份有限公司,太陽能,轉供,4,詳情
2023,陽光伏特家電力股份有限公司睿聯國際股份有限公司(睿聯彰化1廠),利奇機械工業股份有限公司,太陽能,轉供,34,詳情
2023,陽光伏特家電力股份有限公司睿聯國際股份有限公司(睿聯雲林1、2廠),利奇機械工業股份有限公司,太陽能,轉供,57,詳情
2023,陽光伏特家電力股份有限公司睿聯國際股份有限公司(睿聯高雄1、2廠),利奇機械工業股份有限公司,太陽能,轉供,45,詳情
2023,陽光伏特家電力股份有限公司睿聯國際股份有限公司(睿聯台中1廠),利奇機械工業股份有限公司,太陽能,轉供,18,詳情
2023,鹿威風力發電股份有限公司(鹿威-彰濱風場),台灣積體電路製造股份有限公司,風力能,轉供,104187,詳情
2023,鹿威風力發電股份有限公司(鹿威-鹿港風場),台灣積體電路製造股份有限公司,風力能,轉供,64641,詳情
2023,鹿威風力發電股份有限公司(鹿港風場二期),台灣積體電路製造股份有限公司,風力能,轉供,15031,詳情
2023,龍威風力發電股份有限公司(龍威風場一),台灣積體電路製造股份有限公司,風力能,轉供,58691,詳情
2023,龍威風力發電股份有限公司(龍威風場二),台灣積體電路製造股份有限公司,風力能,轉供,9262,詳情
2023,龍威風力發電股份有限公司(龍威風場三),台灣積體電路製造股份有限公司,風力能,轉供,5023,詳情
2024,三地怪獸電力股份有限公司三地能源股份有限公司(台南府城客運屋頂型太陽光電),京城商業銀行股份有限公司,太陽能,轉供,90,詳情
2024,中威風力發電股份有限公司(台中風場),台灣積體電路製造股份有限公司,風力能,轉供,133292,詳情
2024,中曜股份有限公司中租電力科技股份有限公司(帝寶工業新營廠房屋頂太陽光電發電廠),精聯工業股份有限公司,太陽能,轉供,120,詳情
2024,中曜股份有限公司開陽智慧能源股份有限公司(中曜股份有限公司 ),中華票券金融股份有限公司,太陽能,轉供,85,詳情
2024,中曜股份有限公司開陽智慧能源股份有限公司(中曜股份有限公司 ),智原科技股份有限公司,太陽能,轉供,199,詳情
2024,中租電力科技股份有限公司(帝寶工業新營廠房屋頂太陽光電發電廠),中租迪和股份有限公司,太陽能,轉供,812,詳情
2024,中鋼光能股份有限公司(中鋼成品倉庫07庫&條線工場08庫),中國鋼鐵股份有限公司,太陽能,併網型直供,2469,詳情
2024,中鋼光能股份有限公司(中鋼鋼板工場#02#03庫),中國鋼鐵股份有限公司,太陽能,併網型直供,2202,詳情
2024,中鋼光能股份有限公司(中鋼#09~#11條鋼工廠),中國鋼鐵股份有限公司,太陽能,併網型直供,1625,詳情
2024,中鋼光能股份有限公司(中鋼小鋼胚儲區),中國鋼鐵股份有限公司,太陽能,併網型直供,740,詳情
2024,中鋼光能股份有限公司(中鋼第三酸冷軋線、第三冷軋軋輥場),中國鋼鐵股份有限公司,太陽能,併網型直供,1053,詳情
2024,中鋼光能股份有限公司(中鋼第二熱浸鍍鋅線),中國鋼鐵股份有限公司,太陽能,併網型直供,370,詳情
2024,中鋼光能股份有限公司(中鋼機械修理廠),中國鋼鐵股份有限公司,太陽能,併網型直供,246,詳情
2024,中鋼光能股份有限公司(中鋼成品倉庫#25庫),中國鋼鐵股份有限公司,太陽能,併網型直供,921,詳情
2024,中鋼光能股份有限公司(中鋼#17成品倉庫),中國鋼鐵股份有限公司,太陽能,併網型直供,626,詳情
2024,中鋼光能股份有限公司(中鋼#20成品倉庫),中國鋼鐵股份有限公司,太陽能,併網型直供,878,詳情
2024,中鋼光能股份有限公司(中鋼輕型軋輥課),中國鋼鐵股份有限公司,太陽能,併網型直供,176,詳情
2024,中鋼光能股份有限公司(中鋼第二線材水場脫水機房),中國鋼鐵股份有限公司,太陽能,併網型直供,128,詳情
2024,中鋼光能股份有限公司(中鋼第二連續退火線(庫),中國鋼鐵股份有限公司,太陽能,併網型直供,629,詳情
2024,中鋼光能股份有限公司(中鋼W3扁鋼胚鑄造精整儲區),中國鋼鐵股份有限公司,太陽能,併網型直供,851,詳情
2024,中鋼光能股份有限公司(中鋼第二熱軋),中國鋼鐵股份有限公司,太陽能,併網型直供,4047,詳情
2024,中鋼光能股份有限公司(中鋼#34~37庫&冷軋調質工廠),中國鋼鐵股份有限公司,太陽能,併網型直供,3937,詳情
2024,中鋼光能股份有限公司(中鋼第一連續退火線&連續塗覆工廠),中國鋼鐵股份有限公司,太陽能,併網型直供,420,詳情
2024,中鋼光能股份有限公司(中鋼成品倉庫#39庫&第一熱浸鍍鋅線),中國鋼鐵股份有限公司,太陽能,併網型直供,635,詳情
2024,中鋼光能股份有限公司(中鋼第一酸洗冷軋線&冷軋軋輥二股),中國鋼鐵股份有限公司,太陽能,併網型直供,399,詳情
2024,中鋼光能股份有限公司(中鋼封盒退火場),中國鋼鐵股份有限公司,太陽能,併網型直供,389,詳情
2024,中鋼光能股份有限公司(中鋼南站80000T原水池&VC-1F03原水池),中國鋼鐵股份有限公司,太陽能,併網型直供,361,詳情
2024,中鋼光能股份有限公司(中鋼第一熱軋精整),中國鋼鐵股份有限公司,太陽能,併網型直供,600,詳情
2024,中鋼光能股份有限公司(中鋼第一熱軋成品倉庫),中國鋼鐵股份有限公司,太陽能,併網型直供,3153,詳情
2024,中鋼光能股份有限公司(中鋼第一熱軋扁鋼胚精整設備&扁鋼胚精整工場),中國鋼鐵股份有限公司,太陽能,併網型直供,435,詳情
2024,中鋼光能股份有限公司(中鋼第一熱軋軋輥&熱軋鋼帶室外冷卻堆置場),中國鋼鐵股份有限公司,太陽能,併網型直供,551,詳情
2024,中鋼光能股份有限公司(中鋼第一熱軋軋輥&熱軋鋼帶室外冷卻堆置場-增量),中國鋼鐵股份有限公司,太陽能,併網型直供,331,詳情
2024,中鋼光能股份有限公司(中鋁軋鋁廠),中鋼鋁業股份有限公司,太陽能,併網型直供,3616,詳情
2024,中鋼光能股份有限公司(中聯資室內化儲區),中聯資源股份有限公司,太陽能,轉供,493,詳情
2024,中鋼光能股份有限公司(中聯資著磁料場),中聯資源股份有限公司,太陽能,轉供,109,詳情
2024,中鋼光能股份有限公司(中龍動力場),中龍鋼鐵股份有限公司,太陽能,併網型直供,412,詳情
2024,中鋼光能股份有限公司(中龍氧氣廠),中龍鋼鐵股份有限公司,太陽能,併網型直供,418,詳情
2024,中鋼光能股份有限公司(中龍細石料RC屋頂),中龍鋼鐵股份有限公司,太陽能,併網型直供,533,詳情
2024,中鋼光能股份有限公司(中龍扁鋼胚儲區),中龍鋼鐵股份有限公司,太陽能,併網型直供,1102,詳情
2024,中鋼光能股份有限公司(中龍除礦水電氣室),中龍鋼鐵股份有限公司,太陽能,併網型直供,224,詳情
2024,中鋼光能股份有限公司(中鋼成品倉庫88庫),中聯資源股份有限公司,太陽能,轉供,1063,詳情
2024,中鋼光能股份有限公司(中鋼成品倉庫88庫),中鋼碳素化學股份有限公司,太陽能,轉供,5,詳情
2024,中鋼光能股份有限公司(中鴻鹿港廠),中鴻鋼鐵股份有限公司,太陽能,轉供,5073,詳情
2024,中鋼光能股份有限公司(中鋼永光儲區),中龍鋼鐵股份有限公司,太陽能,轉供,877,詳情
2024,中鋼光能股份有限公司(中鴻酸鍍廠),中鴻鋼鐵股份有限公司,太陽能,轉供,1202,詳情
2024,中鋼光能股份有限公司(中龍中心倉庫),中龍鋼鐵股份有限公司,太陽能,轉供,378,詳情
2024,中鋼光能股份有限公司(中龍扁鋼胚連鑄維護廠房),中龍鋼鐵股份有限公司,太陽能,併網型直供,259,詳情
2024,中鋼光能股份有限公司(中龍第一原水池),中龍鋼鐵股份有限公司,太陽能,併網型直供,761,詳情
2024,中鋼光能股份有限公司(中龍熱軋主電氣室),中龍鋼鐵股份有限公司,太陽能,併網型直供,201,詳情
2024,中鋼光能股份有限公司(中龍煉鐵大樓),中龍鋼鐵股份有限公司,太陽能,併網型直供,149,詳情
2024,中鋼光能股份有限公司(中龍室內備品儲區及耐火材料倉庫),中龍鋼鐵股份有限公司,太陽能,併網型直供,665,詳情
2024,中鋼光能股份有限公司(中龍窄板改切工場及中龍集塵灰倉庫),中龍鋼鐵股份有限公司,太陽能,併網型直供,1929,詳情
2024,中鋼光能股份有限公司(中碳屏南試驗工廠),中鋼碳素化學股份有限公司,太陽能,併網型直供,378,詳情
2024,中鋼光能股份有限公司(中碳屏南生產工廠),中鋼碳素化學股份有限公司,太陽能,併網型直供,532,詳情
2024,中鋼光能股份有限公司(中聯資中港廠RC屋頂),中聯資源股份有限公司,太陽能,轉供,60,詳情
2024,中鋼光能股份有限公司(中聯資南堤廠),中聯資源股份有限公司,太陽能,轉供,512,詳情
2024,中鋼光能股份有限公司(中聯資中港廠),中聯資源股份有限公司,太陽能,轉供,433,詳情
2024,中鋼光能股份有限公司(興達海基),中國鋼鐵股份有限公司,太陽能,轉供,1838,詳情
2024,中鋼光能股份有限公司(興達海基),中龍鋼鐵股份有限公司,太陽能,轉供,6,詳情
2024,中鋼光能股份有限公司(興達海基電氣倉庫),中國鋼鐵股份有限公司,太陽能,轉供,109,詳情
2024,中鋼光能股份有限公司(興達海基電氣倉庫),中龍鋼鐵股份有限公司,太陽能,轉供,12,詳情
2024,中鋼光能股份有限公司(中能資中林儲區),中國鋼鐵股份有限公司,太陽能,轉供,416,詳情
2024,中鋼光能股份有限公司(中能資中林儲區),中龍鋼鐵股份有限公司,太陽能,轉供,6,詳情
2024,中鋼光能股份有限公司(中鋼南站80000T原水池&VC-1F03原水池-2),中國鋼鐵股份有限公司,太陽能,併網型直供,811,詳情
2024,中鋼光能股份有限公司(中鋼鋼板工場01庫),中國鋼鐵股份有限公司,太陽能,併網型直供,1100,詳情
2024,中鋼光能股份有限公司(中鋼中央修護場),中國鋼鐵股份有限公司,太陽能,併網型直供,1415,詳情
2024,中鋼光能股份有限公司(中龍熱軋軋輥廠房),中龍鋼鐵股份有限公司,太陽能,併網型直供,519,詳情
2024,中鋼光能股份有限公司(中龍熱軋精整廠房及中龍型鋼成品H4庫),中龍鋼鐵股份有限公司,太陽能,併網型直供,2706,詳情
2024,中鋼光能股份有限公司(中龍熱軋成品倉庫D7+D3),中龍鋼鐵股份有限公司,太陽能,併網型直供,2702,詳情
2024,亞惟股份有限公司(PD2037),台灣大哥大股份有限公司,太陽能,轉供,1287,詳情
2024,亞福儲能股份有限公司台康日能科技股份有限公司(嘉義溪墘滯洪池),雷尼紹股份有限公司,太陽能,轉供,99,詳情
2024,亞福儲能股份有限公司台康日能科技股份有限公司(嘉義溪墘滯洪池),高雄興亞股份有限公司,太陽能,轉供,70,詳情
2024,傑傅能源股份有限公司智捷能源股份有限公司(埔心鄉第六、第八公墓設置太陽光電發電系統（含遷葬整地）標租案-梧鳳段 1087地號),台灣積體電路製造股份有限公司,太陽能,轉供,727,詳情
2024,傑傅能源股份有限公司智捷能源股份有限公司(埤頭鄉設置太陽光電發電系統電廠_和豐段932.935.936地號),台灣積體電路製造股份有限公司,太陽能,轉供,184,詳情
2024,兆洋股份有限公司(兆洋台船太陽能發電廠),台灣積體電路製造股份有限公司,太陽能,轉供,3780,詳情
2024,光合能源股份有限公司(嘉義新塭滯洪池),台灣積體電路製造股份有限公司,太陽能,轉供,43376,詳情
2024,全利成電力股份有限公司(全利成2號電廠),李長榮化學工業股份有限公司(大社廠),太陽能,轉供,965,詳情
2024,全利成電力股份有限公司(全利成2號電廠),李長榮化學工業股份有限公司(高雄廠),太陽能,轉供,820,詳情
2024,全利成電力股份有限公司(全利成2號電廠),李長榮科技股份有限公司(銅箔廠),太陽能,轉供,820,詳情
2024,全利成電力股份有限公司(全利成3號電廠),李長榮化學工業股份有限公司(大社廠),太陽能,轉供,460,詳情
2024,全利成電力股份有限公司(全利成3號電廠),李長榮化學工業股份有限公司(高雄廠),太陽能,轉供,485,詳情
2024,全利成電力股份有限公司(全利成3號電廠),李長榮科技股份有限公司(銅箔廠),太陽能,轉供,485,詳情
2024,冠越科技工程股份有限公司(見得行二期太陽光電發電廠),彰化商業銀行股份有限公司,太陽能,轉供,1500,詳情
2024,凌威風力發電股份有限公司(林口風場),台灣積體電路製造股份有限公司,風力能,轉供,11361,詳情
2024,創維風力發電股份有限公司(創維風場),台灣積體電路製造股份有限公司,風力能,轉供,137497,詳情
2024,南方電力股份有限公司鴻元工程顧問有限公司(鴻元高雄辦公室太陽光電發電廠),新加坡商全美世界控股有限公司台灣分公司,太陽能,轉供,10,詳情
2024,南方電力股份有限公司鴻元工程顧問有限公司(鴻元高雄辦公室太陽光電發電廠),許志森,太陽能,轉供,1,詳情
2024,南方電力股份有限公司日晶能源科技有限公司(嘉義縣東石鄉栗子崙段388地號太陽光電發電廠),亞福儲能股份有限公司,太陽能,轉供,30,詳情
2024,南方電力股份有限公司日晶能源科技有限公司(嘉義縣東石鄉栗子崙段388地號太陽光電發電廠),京冠生物科技股份有限公司,太陽能,轉供,42,詳情
2024,南方電力股份有限公司日晶能源科技有限公司(嘉義縣東石鄉栗子崙段388地號太陽光電發電廠),欣泰石油氣股份有限公司,太陽能,轉供,2,詳情
2024,南方電力股份有限公司日晶能源科技有限公司(嘉義縣東石鄉栗子崙段388地號太陽光電發電廠),永豐商業銀行股份有限公司,太陽能,轉供,117,詳情
2024,南方電力股份有限公司日晶能源科技有限公司(嘉義縣東石鄉栗子崙段388地號太陽光電發電廠),王美桃,太陽能,轉供,15,詳情
2024,南方電力股份有限公司日晶能源科技有限公司(嘉義縣東石鄉栗子崙段388地號太陽光電發電廠),胤源企業有限公司,太陽能,轉供,2,詳情
2024,南方電力股份有限公司日晶能源科技有限公司(嘉義縣東石鄉栗子崙段388地號太陽光電發電廠),逸盛科技股份有限公司,太陽能,轉供,6,詳情
2024,南方電力股份有限公司日晶能源科技有限公司(嘉義縣東石鄉栗子崙段388地號太陽光電發電廠),達勝科技股份有限公司,太陽能,轉供,6,詳情
2024,南方電力股份有限公司日晶能源科技有限公司(嘉義縣東石鄉栗子崙段388地號太陽光電發電廠),隆宜實業有限公司,太陽能,轉供,69,詳情
2024,南方電力股份有限公司日晶能源科技有限公司(嘉義縣東石鄉栗子崙段388地號太陽光電發電廠),龍邑工程顧問股份有限公司,太陽能,轉供,18,詳情
2024,南方電力股份有限公司日晶能源科技有限公司(嘉義縣東石鄉栗子崙段388地號太陽光電發電廠2期),永豐商業銀行股份有限公司,太陽能,轉供,307,詳情
2024,南方電力股份有限公司十源工程有限公司(十源388地號),永豐商業銀行股份有限公司,太陽能,轉供,489,詳情
2024,南方電力股份有限公司欣亞能源有限公司(台南市學甲區宅子港段165-123地號太陽光電發電廠),友訊科技股份有限公司,太陽能,轉供,12,詳情
2024,南方電力股份有限公司欣亞能源有限公司(台南市學甲區宅子港段165-123地號太陽光電發電廠),新加坡商全美世界控股有限公司台灣分公司,太陽能,轉供,35,詳情
2024,南方電力股份有限公司欣亞能源有限公司(台南市學甲區宅子港段165-123地號太陽光電發電廠),永豐商業銀行股份有限公司,太陽能,轉供,318,詳情
2024,南方電力股份有限公司泰一能源科技有限公司(屏東鹽埔太陽光電發電廠),永豐商業銀行股份有限公司,太陽能,轉供,667,詳情
2024,南方電力股份有限公司泰一能源科技有限公司(屏東鹽埔太陽光電發電廠),淨毒五郎有限公司,太陽能,轉供,10,詳情
2024,南方電力股份有限公司十源工程有限公司(嘉義縣東石鄉栗子崙段128-12地號太陽光電發電廠),永豐商業銀行股份有限公司,太陽能,轉供,491,詳情
2024,南方電力股份有限公司泰一能源科技有限公司(瑞隆畜牧場太陽光電發電廠),友訊科技股份有限公司,太陽能,轉供,18,詳情
2024,南方電力股份有限公司泰一能源科技有限公司(瑞隆畜牧場太陽光電發電廠),晟銘電子科技股份有限公司,太陽能,轉供,99,詳情
2024,南方電力股份有限公司泰一能源科技有限公司(瑞隆畜牧場太陽光電發電廠),欣欣天然氣股份有限公司,太陽能,轉供,1,詳情
2024,南方電力股份有限公司泰一能源科技有限公司(瑞隆畜牧場太陽光電發電廠),香港商亞瑟有限公司台灣分公司,太陽能,轉供,1,詳情
2024,南方電力股份有限公司神州工程有限公司(東寧國小太陽光電發電廠),三義化學工業股份有限公司 桃園海湖廠,太陽能,轉供,25,詳情
2024,南方電力股份有限公司神州工程有限公司(東寧國小太陽光電發電廠),台灣土地銀行股份有限公司,太陽能,轉供,149,詳情
2024,南方電力股份有限公司神州能源有限公司(後庄國小太陽光電發電廠),三義化學工業股份有限公司 桃園海湖廠,太陽能,轉供,7,詳情
2024,南方電力股份有限公司神州能源有限公司(後庄國小太陽光電發電廠),台灣土地銀行股份有限公司,太陽能,轉供,41,詳情
2024,南方電力股份有限公司神州能源有限公司(高樹國小太陽光電發電廠),三義化學工業股份有限公司 桃園海湖廠,太陽能,轉供,25,詳情
2024,南方電力股份有限公司神州能源有限公司(高樹國小太陽光電發電廠),台灣土地銀行股份有限公司,太陽能,轉供,134,詳情
2024,南方電力股份有限公司神州能源有限公司(屏東縣高樹鄉舊寮段0197-0001地號太陽光電發電場),三義化學工業股份有限公司 桃園海湖廠,太陽能,轉供,7,詳情
2024,南方電力股份有限公司神州能源有限公司(屏東縣高樹鄉舊寮段0197-0001地號太陽光電發電場),台灣土地銀行股份有限公司,太陽能,轉供,42,詳情
2024,南方電力股份有限公司神州工程有限公司(屏東縣高樹鄉阿拔泉段0065-0109地號太陽光電發電場),三義化學工業股份有限公司 桃園海湖廠,太陽能,轉供,7,詳情
2024,南方電力股份有限公司神州工程有限公司(屏東縣高樹鄉阿拔泉段0065-0109地號太陽光電發電場),台灣土地銀行股份有限公司,太陽能,轉供,42,詳情
2024,南方電力股份有限公司神州能源有限公司(屏東縣高樹鄉阿拔泉段0065-0224地號太陽光電發電場),三義化學工業股份有限公司 桃園海湖廠,太陽能,轉供,7,詳情
2024,南方電力股份有限公司神州能源有限公司(屏東縣高樹鄉阿拔泉段0065-0224地號太陽光電發電場),台灣土地銀行股份有限公司,太陽能,轉供,42,詳情
2024,南方電力股份有限公司神州綠能有限公司(屏東縣高樹鄉泰和段0534-0000地號太陽光電發電場),三義化學工業股份有限公司 桃園海湖廠,太陽能,轉供,7,詳情
2024,南方電力股份有限公司神州綠能有限公司(屏東縣高樹鄉泰和段0534-0000地號太陽光電發電場),台灣土地銀行股份有限公司,太陽能,轉供,41,詳情
2024,南方電力股份有限公司神州工程有限公司(屏東縣高樹鄉泰和段0535-0000地號太陽光電發電場),三義化學工業股份有限公司 桃園海湖廠,太陽能,轉供,8,詳情
2024,南方電力股份有限公司神州工程有限公司(屏東縣高樹鄉泰和段0535-0000地號太陽光電發電場),台灣土地銀行股份有限公司,太陽能,轉供,41,詳情
2024,南方電力股份有限公司神州工程有限公司(屏東縣高樹鄉舊寮段197地號太陽光電發電場),三義化學工業股份有限公司 桃園海湖廠,太陽能,轉供,7,詳情
2024,南方電力股份有限公司神州工程有限公司(屏東縣高樹鄉舊寮段197地號太陽光電發電場),台灣土地銀行股份有限公司,太陽能,轉供,42,詳情
2024,南方電力股份有限公司神州能源有限公司(屏東縣高樹鄉舊寮段0197-0002地號太陽光電發電場),三義化學工業股份有限公司 桃園海湖廠,太陽能,轉供,7,詳情
2024,南方電力股份有限公司神州能源有限公司(屏東縣高樹鄉舊寮段0197-0002地號太陽光電發電場),台灣土地銀行股份有限公司,太陽能,轉供,42,詳情
2024,南方電力股份有限公司神州工程有限公司(屏東縣高樹鄉舊寮段0197-0003地號太陽光電發電場),三義化學工業股份有限公司 桃園海湖廠,太陽能,轉供,7,詳情
2024,南方電力股份有限公司神州工程有限公司(屏東縣高樹鄉舊寮段0197-0003地號太陽光電發電場),台灣土地銀行股份有限公司,太陽能,轉供,42,詳情
2024,南方電力股份有限公司神州綠能有限公司(屏東縣高樹鄉舊寮段0197-0004地號太陽光電發電場),三義化學工業股份有限公司 桃園海湖廠,太陽能,轉供,7,詳情
2024,南方電力股份有限公司神州綠能有限公司(屏東縣高樹鄉舊寮段0197-0004地號太陽光電發電場),台灣土地銀行股份有限公司,太陽能,轉供,41,詳情
2024,南方電力股份有限公司神州工程有限公司(屏東縣高樹鄉阿拔泉段0065-0223地號太陽光電發電場),三義化學工業股份有限公司 桃園海湖廠,太陽能,轉供,7,詳情
2024,南方電力股份有限公司神州工程有限公司(屏東縣高樹鄉阿拔泉段0065-0223地號太陽光電發電場),台灣土地銀行股份有限公司,太陽能,轉供,41,詳情
2024,南方電力股份有限公司神州綠能有限公司(屏東縣高樹鄉阿拔泉段0065-0225地號太陽光電發電場),三義化學工業股份有限公司 桃園海湖廠,太陽能,轉供,7,詳情
2024,南方電力股份有限公司神州綠能有限公司(屏東縣高樹鄉阿拔泉段0065-0225地號太陽光電發電場),台灣土地銀行股份有限公司,太陽能,轉供,42,詳情
2024,南方電力股份有限公司神州綠能有限公司(屏東縣高樹鄉泰和段0536-0000地號太陽光電發電場),三義化學工業股份有限公司 桃園海湖廠,太陽能,轉供,5,詳情
2024,南方電力股份有限公司神州綠能有限公司(屏東縣高樹鄉泰和段0536-0000地號太陽光電發電場),台灣土地銀行股份有限公司,太陽能,轉供,30,詳情
2024,南方電力股份有限公司神州能源有限公司(南隆國中太陽光電發電廠),晟銘電子科技股份有限公司,太陽能,轉供,89,詳情
2024,南方電力股份有限公司神州工程有限公司(青年國中太陽光電發電廠),精誠資訊股份有限公司,太陽能,轉供,45,詳情
2024,南方電力股份有限公司神州工程有限公司(青年校舍太陽光電發電廠),精誠資訊股份有限公司,太陽能,轉供,60,詳情
2024,南方電力股份有限公司神州工程有限公司(田寮連永昌畜牧場太陽光電發電廠),聯邦商業銀行股份有限公司,太陽能,轉供,50,詳情
2024,南方電力股份有限公司神州工程有限公司(甲仙國中太陽光電發電廠),聯邦商業銀行股份有限公司,太陽能,轉供,44,詳情
2024,南方電力股份有限公司神州工程有限公司(甲仙農會梅子工廠太陽光電發電廠),聯邦商業銀行股份有限公司,太陽能,轉供,59,詳情
2024,南方電力股份有限公司神州綠能有限公司(內門國小太陽光電發電廠),聯邦商業銀行股份有限公司,太陽能,轉供,63,詳情
2024,南方電力股份有限公司葉安惠(杉林農會太陽光電發電廠),聯邦商業銀行股份有限公司,太陽能,轉供,11,詳情
2024,南方電力股份有限公司普雷嘉工程有限公司(將軍區長榮段太陽光電發電場),聯邦商業銀行股份有限公司,太陽能,轉供,69,詳情
2024,南方電力股份有限公司屏太能源科技有限公司(屏東縣南州鄉七塊段0401-0003地號太陽光電發電場),晟銘電子科技股份有限公司,太陽能,轉供,67,詳情
2024,南方電力股份有限公司承暘能源科技有限公司(屏東縣內埔鄉新埔段0974-0000地號太陽光電發電場),精誠資訊股份有限公司,太陽能,轉供,35,詳情
2024,博曜電力股份有限公司沈尚弘(心忠學甲第一型太陽光電發電廠),乾坤科技股份有限公司,太陽能,轉供,4859,詳情
2024,博曜電力股份有限公司沈尚弘(心忠學甲第一型太陽光電發電廠),台達電子工業股份有限公司,太陽能,轉供,22790,詳情
2024,博曜電力股份有限公司沈尚弘(心忠學甲第一型太陽光電發電廠),晶睿通訊股份有限公司,太陽能,轉供,548,詳情
2024,博曜電力股份有限公司沈尚弘(心忠學甲第一型太陽光電發電廠),遊戲橘子數位科技股份有限公司,太陽能,轉供,689,詳情
2024,博曜電力股份有限公司冠越科技工程股份有限公司(隆茂太陽光電發電廠),遊戲橘子數位科技股份有限公司,太陽能,轉供,397,詳情
2024,原生新能源股份有限公司(原生新能源太陽光電發電廠),原生智動股份有限公司,太陽能,轉供,2,詳情
2024,台康日能科技股份有限公司(嘉義公館滯洪池),緯創資通股份有限公司,太陽能,轉供,1450,詳情
2024,台康日能科技股份有限公司(嘉義公館滯洪池),緯穎科技服務股份有限公司,太陽能,轉供,537,詳情
2024,台康日能科技股份有限公司(高雄典寶溪滯洪池),台北世界貿易中心國際貿易大樓(股)公司,太陽能,轉供,393,詳情
2024,台康日能科技股份有限公司(高雄典寶溪滯洪池),科德寶遠東股份有限公司,太陽能,轉供,2000,詳情
2024,台康日能科技股份有限公司(高雄典寶溪滯洪池),緯創資通股份有限公司,太陽能,轉供,870,詳情
2024,台康日能科技股份有限公司(高雄典寶溪滯洪池),資誠聯合會計師事務所,太陽能,轉供,45,詳情
2024,台康日能科技股份有限公司(嘉義溪墘滯洪池),元貞聯合法律事務所,太陽能,轉供,2,詳情
2024,台康日能科技股份有限公司(嘉義溪墘滯洪池),東亞建築經理股份有限公司,太陽能,轉供,1,詳情
2024,台康日能科技股份有限公司(嘉義溪墘滯洪池),第一商業銀行股份有限公司,太陽能,轉供,2862,詳情
2024,台康日能科技股份有限公司(嘉義溪墘滯洪池),第一商業銀行股份有限公司,太陽能,轉供,1300,詳情
2024,台康日能科技股份有限公司(嘉義溪墘滯洪池),緯創資通股份有限公司,太陽能,轉供,10276,詳情
2024,台汽電綠能股份有限公司苗栗風力股份有限公司(竹南風力發電廠),台灣積體電路製造股份有限公司,風力能,轉供,14772,詳情
2024,台汽電綠能股份有限公司苗栗風力股份有限公司(大鵬風力發電廠),台灣積體電路製造股份有限公司,風力能,轉供,68548,詳情
2024,台汽電綠能股份有限公司鑫光電能有限公司(鑫光電能有限公司),台北富邦商業銀行股份有限公司,太陽能,轉供,640,詳情
2024,台汽電綠能股份有限公司鑫光電能有限公司(鑫光電能有限公司),台灣固網股份有限公司,太陽能,轉供,4298,詳情
2024,台汽電綠能股份有限公司鑫光電能有限公司(鑫光電能有限公司),財團法人中華民國證券櫃檯買賣中心,太陽能,轉供,357,詳情
2024,台汽電綠能股份有限公司鑫光電能有限公司(鑫光電能有限公司),財團法人台灣綜合研究院,太陽能,轉供,34,詳情
2024,台汽電綠能股份有限公司星寶電力股份有限公司(星寶風力發電廠),乾坤科技股份有限公司,風力能,轉供,1556,詳情
2024,台汽電綠能股份有限公司星寶電力股份有限公司(星寶風力發電廠),台灣固網股份有限公司,風力能,轉供,6079,詳情
2024,台汽電綠能股份有限公司星寶電力股份有限公司(星寶風力發電廠),台灣大哥大股份有限公司,風力能,轉供,2131,詳情
2024,台汽電綠能股份有限公司星寶電力股份有限公司(星寶風力發電廠),台達電子工業股份有限公司,風力能,轉供,13077,詳情
2024,台汽電綠能股份有限公司星寶電力股份有限公司(星寶風力發電廠),晶睿通訊股份有限公司,風力能,轉供,289,詳情
2024,台汽電綠能股份有限公司嘉南實業股份有限公司(烏山頭水力發電廠),華美光學科技股份有限公司,水力能,轉供,2092,詳情
2024,台汽電綠能股份有限公司嘉南實業股份有限公司(烏山頭水力發電廠),采鈺科技股份有限公司,水力能,轉供,26693,詳情
2024,台汽電綠能股份有限公司華洋電業開發股份有限公司(力麗企業廠房屋頂太陽光電發電廠),台灣優衣庫有限公司,太陽能,轉供,1235,詳情
2024,台汽電綠能股份有限公司天機電力股份有限公司(天機電力股份有限公司),台北富邦商業銀行股份有限公司,太陽能,轉供,1869,詳情
